,station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP,date_int
95240,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-23,68.0,84.02,,6.71082,230.0,21.922012,,,0.0,20170823
99404,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-27,30.2,53.06,,4.697574,230.0,23.040482,,,0.0,20170227
99405,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-17,27.14,46.04,,5.816044,230.0,21.027236,,,0.0,20170317
99406,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-03-24,35.96,62.06,,10.289924,230.0,19.908766,,,0.11023628,20170324
99407,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-12,71.96,89.96,,6.263432,230.0,21.027236,,,0.01968505,20170712
99408,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-13,73.04,89.96,,6.263432,230.0,21.027236,,,0.0,20170713
99409,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-24,71.06,89.96,,7.605596,230.0,19.908766,,,0.0,20170724
99410,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-03,64.94,87.08,,3.579104,230.0,29.08022,,,0.1181103,20170803
99411,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-18,75.92,91.04,,6.71082,230.0,25.053728,,,0.05118113,20170818
99435,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-28,29.12,46.04,37.22,7.158208,230.0,25.053728,0.0,0.0,0.0,20170128
99436,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-06,25.16,60.98,42.08,3.802798,230.0,17.000744,0.0,0.0,0.0,20170206
99437,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-17,24.26,50.0,36.32,7.381902,230.0,19.908766,0.0,1.181103,0.0,20170317
99608,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-01,33.08,53.06,,5.368656,230.0,27.96175,,,0.0,20170101
99609,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-12,44.06,66.02,,13.645334,230.0,33.106712,,,0.0,20170112
99610,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-08,44.06,71.96,,5.816044,230.0,31.988242,,,0.0,20170208
99611,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-17,27.14,51.08,,8.052984,230.0,34.001488,,,0.0,20170317
99612,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-24,37.04,53.96,,10.06623,230.0,25.948504,,,0.0,20170324
99613,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-16,60.98,84.02,,10.961006,230.0,29.974996,0.0,0.0,0.0,20170416
99614,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-29,60.98,87.98,,9.842536,230.0,29.08022,0.0,0.0,0.0,20170429
99615,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-13,73.04,87.08,,7.82929,230.0,23.040482,0.0,0.0,0.0,20170613
99616,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-21,68.0,82.04,,8.94776,230.0,23.935258,0.0,0.0,0.0,20170621
99617,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-21,78.98,91.04,,7.158208,230.0,18.119214,0.0,0.0,0.0,20170721
99618,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-23,69.98,86.0,,6.039738,230.0,19.908766,0.0,0.0,0.12992133,20170823
102618,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-11,41.0,53.96,,8.500372,220.0,27.066974,,,0.11023628,20170111
102619,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-17,41.0,57.02,,7.158208,220.0,25.948504,,,0.01968505,20170117
102620,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-08,48.92,71.96,,7.381902,220.0,27.066974,,,0.0,20170208
102621,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-18,29.12,66.92,,5.59235,220.0,19.908766,,,0.0,20170218
102622,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-16,66.92,87.98,,13.645334,220.0,29.974996,,,0.0,20170416
102623,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-01,69.08,84.92,,13.869028,220.0,33.106712,,,0.01968505,20170501
102624,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-18,73.04,89.06,,12.079476,220.0,27.96175,,,0.0,20170518
102625,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-12,71.96,91.94,,7.605596,220.0,14.987498,,,0.0,20170612
102626,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-08,71.06,89.06,,7.605596,220.0,21.027236,,,0.01181103,20170708
102627,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-21,75.92,91.94,,6.71082,220.0,14.987498,,,0.0,20170721
102628,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-01,66.02,87.98,,6.039738,220.0,27.96175,,,0.0,20170801
107316,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-11,71.06,89.96,,5.59235,220.0,25.053728,,,0.0393701,20170711
107317,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-22,73.04,87.08,,5.59235,220.0,19.01399,,,0.25984266,20170722
107366,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-31,24.26,51.98,35.06,4.921268,220.0,21.922012,0.0,0.0,0.0,20170131
107367,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-14,25.16,46.04,34.52,3.802798,220.0,21.027236,0.0,0.0,0.0,20170214
107368,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-18,27.14,71.06,44.42,5.59235,220.0,19.908766,0.0,0.0,0.0,20170218
107369,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-23,44.96,77.0,56.84,3.579104,220.0,23.040482,0.0,0.0,0.0,20170223
107370,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-29,66.92,89.06,76.46,6.039738,220.0,21.922012,0.0,0.0,0.0,20170429
107371,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-18,69.98,91.94,81.86,7.82929,220.0,23.935258,0.0,0.0,0.0,20170518
107372,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-04,53.06,86.0,70.34,4.697574,220.0,23.935258,0.0,0.0,0.0,20170604
107373,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-10,64.04,89.06,75.92,4.921268,220.0,21.922012,0.0,0.0,0.01181103,20170710
107596,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-10,5.18,44.06,,4.47388,220.0,27.066974,,,0.0,20170110
107597,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-11,37.94,51.98,,9.618842,220.0,33.106712,,,0.14173236,20170111
107598,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-18,29.12,64.04,,6.039738,220.0,18.119214,,,0.0,20170218
107599,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-28,44.96,60.08,,3.802798,220.0,14.092722,,,0.46850419,20170228
107600,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-27,42.98,69.08,,7.605596,220.0,27.066974,,,0.0,20170327
107601,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-12,51.08,78.98,,6.039738,220.0,21.922012,0.0,0.0,0.0,20170412
107602,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-01,64.94,73.04,,14.54011,220.0,36.90951,0.0,0.0,0.0,20170501
107603,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-02,53.06,77.0,,14.092722,220.0,36.90951,0.0,0.0,0.0,20170502
107604,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-16,46.94,69.98,,5.816044,220.0,21.922012,0.0,0.0,0.0,20170516
107605,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-22,60.08,68.0,,4.250186,220.0,19.01399,0.0,0.0,0.29133874,20170522
107606,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-04,53.06,75.92,,7.605596,220.0,23.040482,0.0,0.0,0.0,20170604
107607,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-11,69.98,87.08,,8.94776,220.0,23.935258,0.0,0.0,0.0,20170611
107608,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-19,73.04,82.04,,11.632088,220.0,31.988242,0.0,0.0,0.01181103,20170619
107609,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-20,75.02,89.06,,7.82929,220.0,21.027236,0.0,0.0,0.0,20170720
107610,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-07,71.06,78.08,,7.381902,220.0,33.106712,0.0,0.0,1.74015842,20170807
107611,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-04,60.98,78.98,,7.381902,220.0,19.908766,0.0,0.0,0.0,20170904
110643,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-12,51.98,71.06,,13.42164,210.0,34.001488,,,0.0,20170112
110644,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-07,50.0,71.96,,11.408394,210.0,27.96175,,,0.0,20170207
110645,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-11,39.02,55.04,,7.158208,210.0,23.935258,,,0.0,20170211
110646,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-27,30.2,55.04,,5.816044,210.0,29.08022,,,0.0,20170227
110647,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-05,23.18,37.04,,8.94776,210.0,29.08022,,,0.0,20170305
110648,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-28,66.02,78.08,,7.605596,210.0,17.000744,,,0.03149608,20170428
110649,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-17,64.94,84.92,,8.500372,210.0,19.01399,,,0.0,20170517
110650,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-13,73.04,91.94,,8.276678,210.0,19.01399,,,0.0,20170613
110651,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-18,75.02,87.98,,11.632088,210.0,27.066974,,,0.0,20170618
110652,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-20,69.98,82.94,,8.500372,210.0,63.081708,,,0.0,20170620
110653,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-25,66.02,84.92,,6.71082,210.0,25.948504,,,0.0,20170625
110654,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-29,66.92,87.08,,10.513618,210.0,23.040482,,,0.0,20170629
110655,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-11,75.02,91.04,,7.158208,210.0,27.96175,,,0.0,20170711
110656,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-27,71.06,84.02,,6.263432,210.0,23.040482,,,0.0,20170727
110657,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-04,71.96,84.92,,8.500372,210.0,27.066974,,,0.0,20170804
110658,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-09-04,57.02,80.96,,7.605596,210.0,21.027236,,,0.0,20170904
115554,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-10,60.08,80.96,,4.47388,210.0,14.987498,,,0.0,20170810
115622,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-11,35.06,55.94,43.34,5.816044,210.0,27.066974,0.0,0.0,0.20866153,20170111
115623,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-23,71.06,89.96,79.34,10.06623,210.0,27.96175,0.0,0.0,0.16141741,20170623
115624,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-23,71.96,89.06,77.54,5.816044,210.0,23.935258,0.0,0.0,0.40944904,20170723
115872,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-17,41.0,53.96,,5.59235,210.0,19.908766,,,0.03149608,20170117
115873,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-21,42.98,46.94,,2.460634,210.0,12.974252,,,0.01181103,20170121
115874,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-31,21.2,50.0,,6.039738,210.0,34.001488,0.0,0.0,0.0,20170131
115875,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-07,46.04,55.94,,12.974252,210.0,27.96175,,,0.0,20170207
115876,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-11,39.92,53.96,,8.052984,210.0,27.066974,,,0.0,20170211
115877,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-14,24.26,42.08,,6.71082,210.0,21.922012,,,0.0,20170214
115878,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-22,39.02,57.92,,4.026492,210.0,18.119214,,,0.0,20170222
115879,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-24,44.96,66.92,,5.144962,210.0,18.119214,,,0.0,20170224
115880,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-27,26.24,53.06,,3.802798,210.0,23.040482,,,0.0,20170227
115881,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-01,51.08,71.06,,15.211192,210.0,36.90951,,,0.22047256,20170301
115882,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-10,48.02,68.0,,10.737312,210.0,27.066974,0.0,0.0,0.0,20170410
115883,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-11,57.92,69.98,,11.632088,210.0,27.96175,0.0,0.0,0.0,20170411
115884,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-15,51.08,62.96,,9.171454,210.0,27.96175,0.0,0.0,0.0,20170415
115885,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-27,48.92,71.06,,5.816044,210.0,19.908766,0.0,0.0,0.0,20170427
115886,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-28,60.98,75.92,,7.82929,210.0,19.908766,0.0,0.0,0.0,20170428
115887,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-30,62.06,75.92,,6.71082,210.0,21.027236,0.0,0.0,0.0,20170430
115888,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-06,51.08,66.92,,12.974252,210.0,33.106712,0.0,0.0,0.1181103,20170506
115889,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-18,73.04,84.02,,11.855782,210.0,29.974996,0.0,0.0,0.0,20170618
115890,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-22,66.92,84.92,,4.47388,210.0,17.000744,0.0,0.0,0.0,20170622
115891,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-24,71.06,87.98,,10.737312,210.0,31.093466,0.0,0.0,0.0787402,20170624
115892,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-29,57.92,77.0,,9.395148,210.0,29.08022,0.0,0.0,0.0,20170629
115893,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-30,71.96,80.96,,12.079476,210.0,27.96175,0.0,0.0,0.0,20170630
115894,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-01,69.98,82.04,,7.82929,210.0,23.935258,0.0,0.0,0.0,20170701
115895,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-10,62.96,84.02,,6.71082,210.0,23.935258,0.0,0.0,0.0,20170710
115896,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-11,75.02,87.98,,8.724066,210.0,25.053728,0.0,0.0,0.0,20170711
115897,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-17,73.94,80.96,,5.368656,210.0,17.000744,0.0,0.0,0.0,20170717
115898,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-27,69.08,78.08,,6.263432,210.0,21.027236,0.0,0.0,0.0,20170727
115899,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-22,78.08,86.0,,11.1847,210.0,27.066974,0.0,0.0,0.0,20170822
115900,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-13,62.96,78.98,,5.144962,210.0,16.105968,0.0,0.0,0.01968505,20170913
118819,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-10,10.22,42.98,,6.934514,200.0,25.053728,,,0.0,20170110
118820,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-06,28.22,53.06,,6.039738,200.0,19.908766,,,0.0,20170206
118821,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-14,24.26,48.02,,5.368656,200.0,19.908766,,,0.0,20170214
118822,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-22,42.08,59.0,,4.026492,200.0,14.092722,,,0.0,20170222
118823,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-10,51.98,80.06,,9.842536,200.0,23.935258,,,0.0,20170410
118824,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-04,57.02,84.02,,8.276678,200.0,19.908766,,,0.0,20170604
118825,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-06-16,,,,4.47388,200.0,19.01399,,,0.64960665,20170616
118826,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-22,75.92,89.96,,10.289924,200.0,21.922012,,,0.0,20170822
123485,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-22,66.92,87.98,,5.144962,200.0,19.01399,,,0.0,20170622
123486,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-23,71.96,89.96,,9.171454,200.0,27.066974,,,0.74015788,20170623
123487,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-28,53.06,78.98,,5.368656,200.0,18.119214,,,0.0,20170628
123557,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-09,10.22,26.24,17.96,4.697574,200.0,16.105968,0.0,0.0,0.0,20170109
123558,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-01-12,48.92,69.98,56.3,13.869028,200.0,35.119958,0.0,0.0,0.03149608,20170112
123559,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-05-01,57.92,82.04,68.9,9.618842,200.0,29.08022,0.0,0.0,0.01181103,20170501
123560,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-10,57.02,89.06,73.94,5.368656,200.0,17.000744,0.0,0.0,0.0,20170610
123561,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-03,68.0,87.08,74.12,5.144962,200.0,19.908766,0.0,0.0,0.38188997,20170803
123776,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-28,51.08,64.94,,7.158208,200.0,25.948504,,,0.0,20170328
123777,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-10,46.94,64.94,,4.697574,200.0,17.000744,0.0,0.0,0.0,20170510
123778,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-10,64.94,80.06,,8.500372,200.0,21.922012,0.0,0.0,0.0,20170610
123779,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-12,73.04,87.98,,7.605596,200.0,21.027236,0.0,0.0,0.0,20170612
123780,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-04,69.98,84.92,,3.802798,200.0,14.092722,0.0,0.0,0.0,20170704
123781,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-03,69.98,80.06,,5.59235,200.0,19.01399,0.0,0.0,0.0,20170803
123782,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-17,71.96,84.02,,4.921268,200.0,16.105968,0.0,0.0,0.03149608,20170817
123783,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-14,69.98,80.96,,6.263432,200.0,18.119214,0.0,0.0,0.0,20170914
126443,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-07,46.94,69.98,,10.513618,190.0,34.001488,,,0.01181103,20170307
126444,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-03-17,24.26,51.08,,8.052984,190.0,19.908766,,,0.01968505,20170317
126445,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-04-30,71.96,87.98,,9.395148,190.0,23.935258,,,0.0,20170430
126446,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-01,73.04,89.06,,8.500372,190.0,31.988242,,,0.31102379,20170701
126447,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-20,75.92,93.92,,6.71082,190.0,17.000744,,,0.0,20170720
126448,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-07-23,73.04,86.0,,5.59235,190.0,27.066974,,,0.0787402,20170723
130952,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-14,27.14,48.92,,6.71082,190.0,21.922012,,,0.0,20170214
130953,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-18,31.1,71.06,,6.263432,190.0,21.922012,,,0.0,20170218
130954,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-09,37.04,71.96,,7.605596,190.0,19.01399,,,0.0,20170409
130955,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-01,55.94,82.94,,13.645334,190.0,38.922756,,,0.0,20170501
130956,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-17,60.08,93.02,,5.816044,190.0,23.040482,,,0.01181103,20170517
130957,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-18,73.04,93.02,,12.526864,190.0,29.08022,,,0.0,20170618
130958,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-30,73.04,91.04,,8.724066,190.0,23.935258,,,0.01181103,20170630
130959,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-14,62.06,75.92,,4.026492,190.0,17.000744,,,0.35039389,20170814
130987,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-20,55.94,78.98,63.68,5.816044,190.0,19.908766,0.0,0.0,0.42913409,20170420
130988,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-07-27,71.06,87.08,76.82,4.250186,190.0,14.092722,0.0,0.0,0.0,20170727
131163,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-09,32.0,57.02,,6.487126,190.0,17.000744,0.0,0.0,0.0,20170409
131164,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-05-17,60.08,77.0,,7.158208,190.0,17.000744,0.0,0.0,0.0,20170517
131165,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-06-17,69.98,80.96,,7.605596,190.0,21.922012,0.0,0.0,0.01181103,20170617
131166,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-19,73.04,84.02,,5.368656,190.0,18.119214,0.0,0.0,0.0,20170719
131167,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-19,69.98,86.0,,5.59235,190.0,16.105968,0.0,0.0,0.0,20170819
131168,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-21,64.94,82.04,,5.816044,190.0,19.908766,0.0,0.0,0.0,20170821
131169,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-31,64.94,84.92,,6.934514,190.0,19.01399,0.0,0.0,0.0,20170831
134025,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-31,22.1,53.96,,6.934514,180.0,33.106712,,,0.0,20170131
134026,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-05-31,64.04,73.94,,6.934514,180.0,16.105968,,,0.40944904,20170531
138561,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-02-21,35.96,55.94,,6.71082,180.0,23.935258,,,0.0,20170221
138562,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-27,57.92,82.04,,7.158208,180.0,29.974996,,,0.0787402,20170427
138563,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-16,50.0,80.96,,4.47388,180.0,14.987498,,,0.0,20170516
138564,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-22,59.0,75.02,,5.144962,180.0,14.092722,,,0.0,20170522
138565,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-06-17,69.98,86.0,,7.605596,180.0,18.119214,,,0.0,20170617
138566,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-05,69.98,80.96,,4.47388,180.0,17.000744,,,0.11023628,20170705
138567,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-10,62.96,87.98,,4.697574,180.0,19.01399,,,0.0,20170710
138568,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-07-27,71.06,87.08,,5.368656,180.0,14.987498,,,0.0,20170727
138569,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-06,62.06,77.0,,4.250186,180.0,10.961006,,,0.0,20170806
138570,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-04,55.94,82.94,,8.052984,180.0,21.027236,,,0.0,20170904
138571,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-13,62.06,75.92,,3.802798,180.0,16.105968,,,0.01181103,20170913
138608,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-02-07,37.04,71.96,51.62,7.82929,180.0,31.988242,0.0,0.0,0.0,20170207
138609,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-30,71.96,93.02,81.68,8.052984,180.0,27.96175,0.0,0.0,0.0,20170630
138610,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-07,66.02,73.94,70.88,5.144962,180.0,18.119214,0.0,0.0,0.70078778,20170807
138741,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-20,33.08,60.08,,7.82929,180.0,25.948504,,,0.0,20170220
