,station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP,date_int
219851,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-29,37.94,57.02,,8.724066,20.0,25.948504,,,0.0,20170329
219852,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-04-13,44.96,57.02,,7.381902,20.0,23.935258,0.0,0.0,0.0,20170413
219853,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-07-25,66.92,80.06,,7.605596,20.0,31.093466,0.0,0.0,0.35826791,20170725
221691,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-01-15,35.96,42.98,,5.368656,10.0,19.908766,,,0.0,20170115
221692,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-02-12,35.96,57.92,,6.039738,10.0,33.106712,,,0.20866153,20170212
221693,PATUXENT RIVER NAS,MD,38.3,-76.4167,11.9,2017-08-30,64.04,77.0,,8.276678,10.0,23.040482,,,0.0,20170830
224975,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-04-26,55.04,71.96,,5.59235,10.0,14.987498,,,0.0,20170426
224976,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-05-20,60.08,75.02,,8.94776,10.0,19.01399,,,0.0,20170520
224977,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-08-09,55.94,82.04,,2.23694,10.0,10.961006,,,0.0,20170809
224978,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-10,48.02,73.04,,4.921268,10.0,19.01399,,,0.0,20170910
224979,HAGERSTOWN WASHINGTON CO AP,MD,39.7078,-77.7297,212.8,2017-09-15,57.92,82.04,,1.789552,10.0,12.079476,,,0.0,20170915
224989,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-03-23,25.16,48.02,35.42,4.921268,10.0,18.119214,0.0,0.0,0.0,20170323
224990,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-13,50.0,69.08,62.06,5.368656,10.0,25.053728,0.0,0.0,0.0,20170413
224991,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-04-22,46.94,60.08,58.28,6.487126,10.0,18.119214,0.0,0.0,0.27165369,20170422
224992,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-06-14,71.96,87.98,82.58,7.82929,10.0,23.040482,0.0,0.0,0.0,20170614
224993,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-14,62.96,78.08,71.42,2.013246,10.0,12.079476,0.0,0.0,0.0,20170814
224994,BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,2017-08-21,66.92,89.06,75.92,4.026492,10.0,25.948504,0.0,0.0,0.01968505,20170821
225087,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-02-23,50.0,64.94,,6.934514,10.0,21.922012,,,0.01181103,20170223
225088,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-03-18,42.08,53.06,,6.934514,10.0,21.027236,,,0.03149608,20170318
225089,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-08,64.04,77.0,,4.921268,10.0,18.119214,0.0,0.0,0.27165369,20170808
225090,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-08-24,62.06,82.04,,4.697574,10.0,16.105968,0.0,0.0,0.0,20170824
416727,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-01-18,46.04,55.04,,8.052984,,,,,0.01181103,20170118
416728,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-12,57.92,73.04,,3.579104,,,0.0,0.0,0.0,20170912
416729,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-15,,,,2.684328,,,0.0,0.0,0.0,20170915
416730,OCEAN CITY MUNI AP,MD,38.3083,-75.1239,3.7,2017-09-16,,,,3.131716,,,0.0,0.0,0.0,20170916
